x1,x2,y
-6.4676249126074,-10.030513841678456,2.0
7.499852369522471,9.552742844448742,0.0
8.005995102153136,9.533883893885832,0.0
7.334281291036978,-0.16408795073460558,1.0
8.391643017275703,1.907769234302512,1.0
6.352833985544125,2.524822840306305,1.0
8.822173991950118,10.762321620521513,0.0
8.745835167664804,0.0019419212969215005,1.0
7.4934130989870384,11.008923557354521,0.0
5.822597951012563,8.88727230645335,0.0
5.2780175677390995,8.93474119162427,0.0
6.652554991537557,1.5050566178902876,1.0
7.112992336785887,1.0046639766902814,1.0
-6.020829319405859,-10.106041926176799,2.0
7.85686919054132,1.416471585385848,1.0
-4.998295677220346,-8.562340039602296,2.0
7.012307078998515,1.391218494537872,1.0
-6.112811088133692,-9.241106398325893,2.0
-6.61670865438702,-9.707261179793889,2.0
7.94657760387015,-0.376224206170915,1.0
10.01367527325689,10.520894533766764,0.0
-5.879635848865166,-11.017432882076761,2.0
8.564814232346611,9.444920688789935,0.0
5.172096481634161,11.78064755976018,0.0
-4.95382379458682,-9.925395422401255,2.0
9.067521392153495,0.6907504970502139,1.0
8.728106972178315,0.7549161180877124,1.0
-5.805555315040152,-9.24292242773916,2.0
7.612279073844272,9.446362697754298,0.0
6.815867562288986,9.962567807635901,0.0
5.167440560736875,2.1019940611679733,1.0
-3.1315593372657524,-9.831262253850687,2.0
-6.014546651427816,-9.976319390647056,2.0
9.17061801150707,10.376906958963211,0.0
5.6308750578324895,0.9967387698990935,1.0
7.595274899757461,1.3273954375819081,1.0
7.542578188845107,7.0240301936563565,0.0
-5.459083695182376,-10.37050040757913,2.0
-3.952410167847839,-9.254160102041162,2.0
6.173573651136039,8.737566209511403,0.0
-5.936320038281963,-9.984975068179851,2.0
9.403530800116986,8.095920989604394,0.0
6.334261717123305,2.6976506951324906,1.0
8.185144740666244,9.513377728246477,0.0
9.476299478628375,1.909208731267661,1.0
8.295876593626874,1.2440220094251377,1.0
5.974639733412724,10.873506229499533,0.0
-5.521393757172996,-9.265090869409205,2.0
6.7544505381429225,9.745319331430215,0.0
8.800021429840212,8.543235209407513,0.0
